tenure,amount,rate,residence,age,credits,maintenance,history,savings,employment,property,job,status,purpose,guarantor,installments,housing,telephone,foreign,sex,personal,label
24,2538,4,4,47,2,2,delay,"[0, 100)","[7, inf)",car,unskilled,no account,car,none,none,ownership,none,True,male,male single,1
15,1264,2,2,25,1,1,duly paid back,"[100, 500)","[1, 4)",building savings / life insurance,skilled,petty,car,none,none,rent,none,True,male,male married/widowed,1
30,8386,2,2,49,1,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,skilled,petty,furniture,none,none,ownership,none,True,male,male single,1
48,4844,3,2,33,1,1,so far so good,"[0, 100)",unemployed,car,white color,no account,business,none,loan,rent,yes,True,male,male single,1
21,2923,1,1,28,1,1,so far so good,"[100, 500)","[1, 4)",car,white color,salary,car,none,loan,ownership,yes,True,female,female divorced/separated/married,0
36,8229,2,2,26,1,2,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,used car,none,none,ownership,none,True,male,male single,1
24,2028,2,2,30,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,unskilled,no account,furniture,none,none,ownership,none,True,male,male single,0
15,1433,4,3,25,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
42,6289,2,1,33,2,1,no loans,"[0, 100)","[0, 1)",building savings / life insurance,skilled,salary,business,none,none,ownership,none,True,male,male divorced/separated,0
13,1409,2,4,64,1,1,so far so good,"[100, 500)",unemployed,real estate,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
24,6579,4,2,29,1,1,so far so good,"[0, 100)",unemployed,none,white color,overdrawn,used car,none,none,without payment,yes,True,male,male single,0
24,1743,4,2,48,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,unskilled,petty,television,none,none,ownership,none,True,male,male single,0
12,3565,2,1,37,2,2,critical,no savings,"[0, 1)",building savings / life insurance,unskilled,no account,education,none,none,ownership,none,True,male,male single,0
15,1569,4,4,34,1,2,duly paid back,"[100, 500)","[7, inf)",car,unskilled,no account,television,none,loan,ownership,none,True,male,male single,0
18,1936,2,4,23,2,1,so far so good,no savings,"[4, 7)",car,unskilled,overdrawn,television,none,none,rent,none,True,male,male married/widowed,0
36,3959,4,3,30,1,1,so far so good,"[0, 100)",unemployed,building savings / life insurance,white color,overdrawn,furniture,none,none,ownership,yes,True,male,male single,0
12,2390,4,3,50,1,1,so far so good,no savings,"[7, inf)",car,skilled,no account,car,none,none,ownership,yes,True,male,male single,0
12,1736,3,4,31,1,1,so far so good,"[0, 100)","[4, 7)",real estate,unskilled,no account,furniture,none,none,ownership,none,True,female,female divorced/separated/married,0
30,3857,4,4,40,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,white color,overdrawn,used car,none,none,ownership,yes,True,male,male divorced/separated,0
12,804,4,4,38,1,1,so far so good,"[0, 100)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
45,1845,4,4,23,1,1,so far so good,"[0, 100)","[1, 4)",none,skilled,overdrawn,television,none,none,without payment,yes,True,male,male single,1
45,4576,3,4,27,1,1,critical,"[100, 500)",unemployed,car,skilled,petty,used car,none,none,ownership,none,True,male,male single,0
